ACC_NAME_TH,ACC_NAME_EN,ACCOM_TYPE_NAME,ACC_ROOM,ACC_HILIGHT,ACC_HIGH_RATE,ACC_LOW_RATE,ACC_ROAD,REGION_NAME_TH,SUBDISTRICT_NAME_TH,DISTRICT_NAME_TH,PROVINCE_NAME_TH,ACC_LOCATION,Latitude,Longitude,ACC_STANDARD,ACC_LOCATION_1
หนองทุ่งมน แอนด์ รีสอร์ท,,รีสอร์ท,15,,450,350,,ภาคตะวันออกเฉียงเหนือ,เจริญศิลป์,เจริญศิลป์,สกลนคร,"17.5850039, 103.5442884",17.5850039,103.5442884,,"17.5850039, 103.5442884"
กรีน ไทเกอร์ เฮ้าส์,Green Tiger House,เกสท์เฮ้าส์,32,,2500,700,ศรีภูมิ,ภาคเหนือ,ศรีภูมิ,เมืองเชียงใหม่,เชียงใหม่,"18.7946789, 98.98432249999999",18.7945369,98.9842958,6,"18.7946789, 98.98432249999999"
เดอะ คัลเลอร์ วิลล์ รีสอร์ท สกลนคร,The Color Ville Resort sakonnakhon,รีสอร์ท,12,,590,490,นาเวง นาคำ,ภาคตะวันออกเฉียงเหนือ,ธาตุเชิงชุม,เมืองสกลนคร,สกลนคร,"17.1810096, 104.090225",17.1813159,104.0908026,6,"17.1810096, 104.090225"
นารายา รีสอร์ท,naraya resort,รีสอร์ท,24,,1090,690,ศรีวิชัย,ภาคใต้,มะขามเตี้ย,เมืองสุราษฎร์ธานี,สุราษฎร์ธานี,"9.11165216337835, 99.31443214416504",9.111642,99.3144325,,"9.11165216337835, 99.31443214416504"
เคพี แมนชั่น,KP Mansion,อพาร์ทเมนท์/แมนชั่น,20,,500,500,,ภาคตะวันออก,พานทอง,พานทอง,ชลบุรี,"13.4141102, 101.0679035",13.4144003,101.0681754,6,"13.4141102, 101.0679035"
เอ็นทีเค เรสซิเดนซ์,NTK Residence Hotel,โรงแรม,79,,950,850,,ภาคตะวันออก,ดอนหัวฬ่อ,เมืองชลบุรี,ชลบุรี,"13.4057827, 101.0435701",13.4058878,101.0437423,6,"13.4057827, 101.0435701"
โพวา เรสซิเด็นซ์,POVA RESIDENCE,รีสอร์ท,42,,1100,490,,ภาคตะวันออก,ห้วยกะปิ,เมืองชลบุรี,ชลบุรี,"13.3167394, 100.9605568",13.3167377,100.9606875,6,"13.3167394, 100.9605568"
ทายัน รีสอร์ท แอนด์ สปา,Tayan Resort   Spa,รีสอร์ท,40,,3090,1290,,ภาคกลาง,สิงห์,ไทรโยค,กาญจนบุรี,"13.982219, 99.279771",13.982219,99.279771,6,"13.982219, 99.279771"
อภิรดี เรสซิเดนซ์,,โรงแรม,20,,3000,500,,ภาคเหนือ,เด่นชัย,เด่นชัย,แพร่,"17.9986644, 100.0226515",17.9986644,100.0226515,6,"17.9986644, 100.0226515"
ชานา รีสอร์ท,,รีสอร์ท,10,,1200,600,,ภาคเหนือ,เด่นชัย,เด่นชัย,แพร่,"17.9801568, 100.0919391",17.9802531,100.0916401,6,"17.9801568, 100.0919391"
แพวิโรจน์ ฟิชชิ่ง ทัวร์,,แพ,4,,4500,3000,,ภาคเหนือ,ท่าปลา,ท่าปลา,อุตรดิตถ์,"17.8470834, 100.3796571",17.8468917,100.3802695,6,"17.8470834, 100.3796571"
กอข้าว กอกล้า Happy Home รีสอร์ท,,รีสอร์ท,8,,500,450,,ภาคเหนือ,ม่วงเจ็ดต้น,บ้านโคก,อุตรดิตถ์,"17.610642, 100.0836233",17.6106666,100.0836647,6,"17.610642, 100.0836233"
ศรีพันวา,Sri Panwa,โรงแรม,129,,48000,8000,ศักดิเดช,ภาคใต้,วิชิต,เมืองภูเก็ต,ภูเก็ต,"7.8019305, 98.41099299999999",7.801928,98.4109853,6,"7.8019305, 98.41099299999999"
ฮอลิเดย์ อินน์ รีสอร์ท ภูเก็ต,Holiday Inn Resort Phuket,โรงแรม,425,,25000,9800,,ภาคใต้,ป่าตอง,กะทู้,ภูเก็ต,"7.888100300000001, 98.29414519999999",7.8881003,98.2941452,6,"7.888100300000001, 98.29414519999999"
เคปพันวา,Cape Panwa Hotel,โรงแรม,205,,9000,3800,,ภาคใต้,ราไวย์,เมืองภูเก็ต,ภูเก็ต,"7.807410099999999, 98.40921859999999",7.8071995,98.4087636,6,"7.807410099999999, 98.40921859999999"
เดอะ แมนโกรฟ พันวา ภูเก็ต รีสอร์ท,The Mangrove Panwa Phuket Resort,รีสอร์ท,32,,11900,4150,,ภาคใต้,วิชิต,เมืองภูเก็ต,ภูเก็ต,"7.836662199999998, 98.37940719999999",7.8365884,98.3794201,6,"7.836662199999998, 98.37940719999999"
ทู โฟ เฮาส์,2 Fo House,อพาร์ทเมนท์/แมนชั่น,10,,1200,500,พัฒนากาญจส์,ภาคกลาง,ปากแพรก,เมืองกาญจนบุรี,กาญจนบุรี,"14.0124277, 99.54745179999999",14.0125319,99.5474976,6,"14.0124277, 99.54745179999999"
แพ เดอะกรีนเนอรี่ พันวารีย์ รีสอร์ท,The Greenery Panvaree Resort,รีสอร์ท,10,,12490,3950,,ภาคใต้,เขาพัง,บ้านตาขุน,สุราษฎร์ธานี,"9.030539487808813, 98.69831800460815",9.1317716,98.6160674,,"9.030539487808813, 98.69831800460815"
เดอะ กลอรี่ ริเวอร์แคว โฮเทล,The Glory River Kwai Hotel,โรงแรม,30,,2800,2000,,ภาคกลาง,ท่ามะขาม,เมืองกาญจนบุรี,กาญจนบุรี,"14.03422, 99.512754",14.03422,99.512754,6,"14.03422, 99.512754"
เดอะวันบูติค โฮเทล,The One Boutique Hotel,โรงแรม,39,,1200,690,สตูลธานี,ภาคใต้,พิมาน,เมืองสตูล,สตูล,"6.627644, 100.0685825",6.6276447,100.0685836,,"6.627644, 100.0685825"
บ้านไม้ชายคลอง รีสอร์ท,Banmaichayklong,รีสอร์ท,16,,5000,1200,,ภาคกลาง,สวนหลวง,อัมพวา,สมุทรสงคราม,"13.413634, 99.9502143",13.4136487,99.9501969,6,"13.413634, 99.9502143"
ตะวันฉายรีสอร์ท,tawanchairesort,รีสอร์ท,16,,590,590,,ภาคตะวันออกเฉียงเหนือ,เมืองหมี,เมืองหนองคาย,หนองคาย,"17.8412044, 102.707183",17.8412101,102.7071543,,"17.8412044, 102.707183"
คอนเทนเนอร์โมเดล,Container Motel,โมเต็ล,12,,500,500,มิตรภาพ,ภาคตะวันออกเฉียงเหนือ,หนองกอมเกาะ,เมืองหนองคาย,หนองคาย,"17.8522325, 102.7499817",17.8522325,102.7499817,,"17.8522325, 102.7499817"
ชลธาราแกรนด์ ริเวอร์วิว,Chontara Grand River View,รีสอร์ท,12,,1000,500,,ภาคตะวันออกเฉียงเหนือ,แก้งไก่,สังคม,หนองคาย,"18.0591825, 102.2801132",18.0591825,102.2801132,,"18.0591825, 102.2801132"
รวมรสริเวอร์ไซด์,RoumRos Riverside,รีสอร์ท,8,,800,500,บ้านม่วง,ภาคตะวันออกเฉียงเหนือ,บ้านม่วง,สังคม,หนองคาย,"18.186842, 102.1687493",18.1870918,102.1685652,,"18.186842, 102.1687493"
ไอยรา กมลา รีสอร์ท แอนด์ สปา ภูเก็ต,Ayara Hotel Resort,รีสอร์ท,42,,16500,3000,,ภาคใต้,กมลา,กะทู้,ภูเก็ต,"6.0224578, 101.9668574",6.0224683,101.9668566,6,"6.0224578, 101.9668574"
มิชชั่นฮิลล์ ภูเก็ต กอล์ฟ รีสอร์ท แอนด์ สปา,Mission Hills Phuket Golf Course,รีสอร์ท,72,,8200,5000,,ภาคใต้,ป่าคลอก,ถลาง,ภูเก็ต,"8.0872306, 98.3712065",8.0872365,98.3721103,6,"8.0872306, 98.3712065"
เดอะ รับเบอร์ โฮเต็ล,The Rubber Hotel,โรงแรม,72,,3000,1000,,ภาคใต้,เทพกระษัตรี,ถลาง,ภูเก็ต,"8.0223021, 98.339452",8.0223021,98.339452,6,"8.0223021, 98.339452"
เดอะ สุรินทร์ ภูเก็ต,The Surin Phuket Hotel,โรงแรม,108,,12000,5200,,ภาคใต้,เชิงทะเล,ถลาง,ภูเก็ต,"7.981175500000001, 98.2777668",7.9811755,98.2777668,6,"7.981175500000001, 98.2777668"
เดอะ พาวิลเลี่ยน,The Pavilions Phuket,รีสอร์ท,45,,42000,9322,,ภาคใต้,เชิงทะเล,ถลาง,ภูเก็ต,"8.0227975, 98.3016662",8.0227358,98.301656,6,"8.0227975, 98.3016662"
สวัสดี วิลเลจ รีสอร์ท แอนด์ สปา,(Sawasdee Village Resort   Spa),รีสอร์ท,41,,30000,9900,เกศขวัญ,ภาคใต้,กะรน,เมืองภูเก็ต,ภูเก็ต,"7.821328800000001, 98.30072849999999",7.8213288,98.3007285,6,"7.821328800000001, 98.30072849999999"
กะหลิม รีสอร์ท,Kalim Resort,รีสอร์ท,78,,1900,1300,พระบารมี,ภาคใต้,ป่าตอง,กะทู้,ภูเก็ต,"7.9123074, 98.2958069",7.9123552,98.2957782,6,"7.9123074, 98.2958069"
ภูเก็ต ซันนี โฮสเทล,Phuket Sunny Hostel,โรงแรม,11,,1000,600,ดีบุก,ภาคใต้,ตลาดเหนือ,เมืองภูเก็ต,ภูเก็ต,"7.8864537, 98.3873121",7.8864859,98.3873059,6,"7.8864537, 98.3873121"
เบด ช่างเคี่ยน,Bed Changkian,โรงแรม,40,,1350,950,,ภาคเหนือ,สุเทพ,เมืองเชียงใหม่,เชียงใหม่,"18.8075065, 98.9618677",18.8075573,98.9618959,6,"18.8075065, 98.9618677"
เฌอดา วิว รีสอร์ท,Cherda View Resort,รีสอร์ท,9,,500,400,นครานุรักษ์,ภาคตะวันออกเฉียงเหนือ,นาแก,นาแก,นครพนม,"16.9395571, 104.4968764",16.9395571,104.4968764,,"16.9395571, 104.4968764"
แอท นาแก รีสอร์ท,At nakae resort,รีสอร์ท,20,,500,300,ทางหลวงแผ่นดินหมายเลข 223,ภาคตะวันออกเฉียงเหนือ,นาแก,นาแก,นครพนม,"16.9439957, 104.5132208",16.9439916,104.5131991,,"16.9439957, 104.5132208"
เบค บาย ครูส สามัคคี ติวานนท์,Bed by Cruise at Samakkhi Tivanont,โรงแรม,93,,2200,1200,ติวานนท์,ภาคกลาง,ท่าทราย,เมืองนนทบุรี,นนทบุรี,"13.8826151, 100.5308715",13.8825696,100.5308778,,"13.8826151, 100.5308715"
เบดบายโบท โฮเต็ล แอนด์ อพาร์ทเมนท์,Bed by Boat Hotel & Apartment 2.5 จากทั้งหมด 5.0,โรงแรม,39,,1000,700,,ภาคกลาง,สวนใหญ่,เมืองนนทบุรี,นนทบุรี,"13.8437417, 100.4972649",13.843688,100.4972424,,"13.8437417, 100.4972649"
ดิ ไอเดิล เรสซิเดนท์,The Idle Residence,โรงแรม,207,,3300,1600,พหลโยธิน (ขาออก),ภาคกลาง,คลองหนึ่ง,คลองหลวง,ปทุมธานี,"14.1115599, 100.615223",14.1116277,100.6149539,,"14.1115599, 100.615223"
สตาร์รีสอร์ท,Star Resort,รีสอร์ท,12,,600,500,,ภาคเหนือ,เวียงพางคำ,แม่สาย,เชียงราย,"20.4130764, 99.9064865",20.4130764,99.9064865,6,"20.4130764, 99.9064865"
ลันตา วิลล่า รีสอร์ท,Lanta villa Resort,รีสอร์ท,30,,2500,500,,ภาคใต้,ศาลาด่าน,เกาะลันตา,กระบี่,"7.634866313664432, 99.03076171875",7.6348647,99.0307618,,"7.634866313664432, 99.03076171875"
เกาะจำ ดีไลท์ บีช,,บังกะโล,25,,9000,1700,,ภาคใต้,เกาะศรีบอยา,เหนือคลอง,กระบี่,"7.787509217009929, 98.98393068543177",7.7875886,98.9847421,6,"7.787509217009929, 98.98393068543177"
เกาะจำโอเชี่ยนบีชรีสอร์ท,Koh Jum Ocean Beach Resort Krabi,รีสอร์ท,29,,10800,1500,,ภาคใต้,เกาะศรีบอยา,เหนือคลอง,กระบี่,"7.827281099900607, 98.95548531874374",7.8263613,98.9561365,6,"7.827281099900607, 98.95548531874374"
